0,0,0
0.263882,0.525144,0
0.527769,1.0503,0
0.79166,1.57546,0
1.05555,2.10062,0
1.31945,2.6258,0
1.58336,3.15099,0
1.84727,3.67618,0
2.11118,4.20138,0
2.37509,4.72659,0
2.63902,5.25181,0
2.90294,5.77703,0
3.16687,6.30227,0
3.43081,6.82751,0
3.69474,7.35276,0
3.95869,7.87802,0
4.22264,8.40328,0
4.48659,8.92856,0
4.75055,9.45384,0
5.01451,9.97913,0
5.27847,10.5044,0
5.54244,11.0297,0
5.80642,11.5551,0
6.0704,12.0804,0
6.33439,12.6057,0
6.59838,13.131,0
6.86237,13.6564,0
7.12637,14.1817,0
7.39038,14.7071,0
7.65438,15.2325,0
7.9184,15.7579,0
8.18242,16.2832,0
8.44644,16.8086,0
8.71047,17.334,0
8.97451,17.8594,0
9.23855,18.3849,0
9.50259,18.9103,0
9.76664,19.4357,0
10.0307,19.9612,0
10.2948,20.4866,0
10.5588,21.0121,0
10.8229,21.5375,0
11.087,22.063,0
11.351,22.5885,0
11.6151,23.114,0
11.8792,23.6395,0
12.1433,24.165,0
12.4074,24.6905,0
12.6715,25.216,0
12.9356,25.7415,0
13.1998,26.2671,0
13.4639,26.7926,0
13.728,27.3182,0
13.9921,27.8437,0
14.2563,28.3693,0
14.5204,28.8948,0
14.7846,29.4204,0
15.0487,29.946,0
15.3129,30.4716,0
15.5771,30.9972,0
15.8412,31.5228,0
16.1054,32.0484,0
16.3696,32.5741,0
16.6338,33.0997,0
16.898,33.6253,0
17.1622,34.151,0
17.4264,34.6766,0
17.6906,35.2023,0
17.9548,35.728,0
18.2191,36.2536,0
18.4833,36.7793,0
18.7475,37.305,0
19.0118,37.8307,0
19.276,38.3564,0
19.5403,38.8821,0
19.8045,39.4078,0
20.0688,39.9336,0
20.3331,40.4593,0
20.5974,40.985,0
20.8617,41.5108,0
21.126,42.0366,0
21.3902,42.5623,0
21.6546,43.0881,0
21.9189,43.6139,0
22.1832,44.1397,0
22.4475,44.6654,0
22.7118,45.1912,0
22.9762,45.7171,0
23.2405,46.2429,0
23.5049,46.7687,0
23.7692,47.2945,0
24.0336,47.8204,0
24.298,48.3462,0
24.5623,48.872,0
24.8267,49.3979,0
25.0911,49.9238,0
25.3555,50.4496,0
25.6199,50.9755,0
25.8843,51.5014,0
26.1487,52.0273,0
26.4132,52.5532,0
26.6776,53.0791,0
26.942,53.605,0
27.2065,54.1309,0
27.4709,54.6569,0
27.7354,55.1828,0
27.9998,55.7087,0
28.2643,56.2347,0
28.5288,56.7606,0
28.7933,57.2866,0
29.0578,57.8126,0
29.3222,58.3385,0
29.5868,58.8645,0
29.8513,59.3905,0
30.1158,59.9165,0
30.3803,60.4425,0
30.6448,60.9685,0
30.9094,61.4945,0
31.1739,62.0205,0
31.4385,62.5466,0
31.7031,63.0726,0
31.9676,63.5987,0
32.2322,64.1247,0
32.4968,64.6508,0
32.7614,65.1768,0
33.026,65.7029,0
33.2906,66.229,0
33.5552,66.755,0
33.8198,67.2811,0
34.0844,67.8072,0
34.3491,68.3333,0
34.6137,68.8594,0
34.8784,69.3856,0
35.143,69.9117,0
35.4077,70.4378,0
35.6724,70.9639,0
35.9371,71.4901,0
36.2017,72.0162,0
36.4664,72.5424,0
36.7311,73.0685,0
36.9959,73.5947,0
37.2606,74.1209,0
37.5253,74.6471,0
37.79,75.1732,0
38.0548,75.6994,0
38.3195,76.2256,0
38.5843,76.7518,0
38.8491,77.2781,0
39.1138,77.8043,0
39.3786,78.3305,0
39.6434,78.8567,0
39.9082,79.383,0
40.173,79.9092,0
40.4378,80.4355,0
40.7027,80.9617,0
40.9675,81.488,0
41.2323,82.0142,0
41.4972,82.5405,0
41.762,83.0668,0
42.0269,83.5931,0
42.2918,84.1194,0
42.5567,84.6457,0
42.8216,85.172,0
43.0865,85.6983,0
43.3514,86.2246,0
43.6163,86.7509,0
43.8812,87.2773,0
44.1461,87.8036,0
44.4111,88.3299,0
44.676,88.8563,0
44.941,89.3826,0
45.2059,89.909,0
45.4709,90.4354,0
45.7359,90.9617,0
46.0009,91.4881,0
46.2659,92.0145,0
46.5309,92.5409,0
46.7959,93.0673,0
47.061,93.5937,0
47.326,94.1201,0
47.591,94.6465,0
47.8561,95.1729,0
48.1212,95.6994,0
48.3862,96.2258,0
48.6513,96.7522,0
48.9164,97.2787,0
49.1815,97.8051,0
49.4466,98.3316,0
49.7117,98.858,0
49.9768,99.3845,0
50.242,99.911,0
50.5071,100.437,0
50.7723,100.964,0
51.0374,101.49,0
51.3026,102.017,0
51.5678,102.543,0
51.833,103.07,0
52.0982,103.596,0
52.3634,104.123,0
52.6286,104.649,0
52.8938,105.176,0
53.1591,105.703,0
53.4243,106.229,0
53.6896,106.756,0
53.9548,107.282,0
54.2201,107.809,0
54.4854,108.335,0
54.7507,108.862,0
55.016,109.388,0
55.2813,109.915,0
55.5466,110.442,0
55.8119,110.968,0
56.0773,111.495,0
56.3426,112.021,0
56.608,112.548,0
56.8733,113.075,0
57.1387,113.601,0
57.4041,114.128,0
57.6695,114.654,0
57.9349,115.181,0
58.2003,115.708,0
58.4658,116.234,0
58.7312,116.761,0
58.9967,117.288,0
59.2621,117.814,0
59.5276,118.341,0
59.7931,118.868,0
60.0586,119.394,0
60.324,119.921,0
60.5896,120.448,0
60.8551,120.974,0
61.1206,121.501,0
61.3861,122.028,0
61.6517,122.555,0
61.9173,123.081,0
62.1828,123.608,0
62.4484,124.135,0
62.714,124.661,0
62.9796,125.188,0
63.2452,125.715,0
63.5108,126.242,0
63.7765,126.768,0
64.0421,127.295,0
64.3077,127.822,0
64.5734,128.349,0
64.8391,128.875,0
65.1048,129.402,0
65.3705,129.929,0
65.6362,130.456,0
65.9019,130.983,0
66.1676,131.509,0
66.4333,132.036,0
66.6991,132.563,0
66.9649,133.09,0
67.2306,133.617,0
67.4964,134.143,0
67.7622,134.67,0
68.028,135.197,0
68.2938,135.724,0
68.5596,136.251,0
68.8255,136.778,0
69.0913,137.304,0
69.3572,137.831,0
69.623,138.358,0
69.8889,138.885,0
70.1548,139.412,0
70.4207,139.939,0
70.6866,140.466,0
70.9525,140.992,0
71.2185,141.519,0
71.4844,142.046,0
71.7504,142.573,0
72.0163,143.1,0
72.2823,143.627,0
72.5483,144.154,0
72.8143,144.681,0
73.0803,145.208,0
